scenario_id,plan_id,source_id,name,year,month,delivery_month,planned_t,actual_t,lead_time_months,order_placement_month,earliest_allowed_order,lead_time_ok,lead_time_note
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2035,1,2035-01,9.156333,9.156333,12,2034-01,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,B,Earth-Flex,2040,3,2040-03,6.228075,6.228075,4,2039-11,2034-01,True,срок поставки 4 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,C,Earth-New,2040,3,2040-03,10.833333,10.833333,0,2040-03,2037-01,True,ввод 2037-01 = решение 2035-01 + 24 мес. подготовки; срок заказа после ввода 0 мес. (допущение earth_new_post_commissioning_lead_months)
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2040,4,2040-04,15.833333,15.833333,12,2039-04,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,B,Earth-Flex,2040,4,2040-04,6.228075,6.228075,4,2039-12,2034-01,True,срок поставки 4 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,C,Earth-New,2040,4,2040-04,10.833333,10.833333,0,2040-04,2037-01,True,ввод 2037-01 = решение 2035-01 + 24 мес. подготовки; срок заказа после ввода 0 мес. (допущение earth_new_post_commissioning_lead_months)
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2040,5,2040-05,15.833333,15.833333,12,2039-05,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,B,Earth-Flex,2040,5,2040-05,6.228075,6.228075,4,2040-01,2034-01,True,срок поставки 4 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,C,Earth-New,2040,5,2040-05,10.833333,10.833333,0,2040-05,2037-01,True,ввод 2037-01 = решение 2035-01 + 24 мес. подготовки; срок заказа после ввода 0 мес. (допущение earth_new_post_commissioning_lead_months)
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2040,6,2040-06,15.833333,15.833333,12,2039-06,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,B,Earth-Flex,2040,6,2040-06,6.228075,6.228075,4,2040-02,2034-01,True,срок поставки 4 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,C,Earth-New,2040,6,2040-06,10.833333,10.833333,0,2040-06,2037-01,True,ввод 2037-01 = решение 2035-01 + 24 мес. подготовки; срок заказа после ввода 0 мес. (допущение earth_new_post_commissioning_lead_months)
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2040,7,2040-07,15.833333,15.833333,12,2039-07,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,B,Earth-Flex,2040,7,2040-07,6.228075,6.228075,4,2040-03,2034-01,True,срок поставки 4 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,C,Earth-New,2040,7,2040-07,10.833333,10.833333,0,2040-07,2037-01,True,ввод 2037-01 = решение 2035-01 + 24 мес. подготовки; срок заказа после ввода 0 мес. (допущение earth_new_post_commissioning_lead_months)
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2040,8,2040-08,15.833333,15.833333,12,2039-08,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,B,Earth-Flex,2040,8,2040-08,6.228075,6.228075,4,2040-04,2034-01,True,срок поставки 4 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,C,Earth-New,2040,8,2040-08,10.833333,10.833333,0,2040-08,2037-01,True,ввод 2037-01 = решение 2035-01 + 24 мес. подготовки; срок заказа после ввода 0 мес. (допущение earth_new_post_commissioning_lead_months)
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2040,9,2040-09,15.833333,15.833333,12,2039-09,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,B,Earth-Flex,2040,9,2040-09,6.228075,6.228075,4,2040-05,2034-01,True,срок поставки 4 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,C,Earth-New,2040,9,2040-09,10.833333,10.833333,0,2040-09,2037-01,True,ввод 2037-01 = решение 2035-01 + 24 мес. подготовки; срок заказа после ввода 0 мес. (допущение earth_new_post_commissioning_lead_months)
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2040,10,2040-10,15.833333,15.833333,12,2039-10,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,B,Earth-Flex,2040,10,2040-10,6.228075,6.228075,4,2040-06,2034-01,True,срок поставки 4 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,C,Earth-New,2040,10,2040-10,10.833333,10.833333,0,2040-10,2037-01,True,ввод 2037-01 = решение 2035-01 + 24 мес. подготовки; срок заказа после ввода 0 мес. (допущение earth_new_post_commissioning_lead_months)
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2040,11,2040-11,15.833333,15.833333,12,2039-11,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,B,Earth-Flex,2040,11,2040-11,6.228075,6.228075,4,2040-07,2034-01,True,срок поставки 4 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,C,Earth-New,2040,11,2040-11,10.833333,10.833333,0,2040-11,2037-01,True,ввод 2037-01 = решение 2035-01 + 24 мес. подготовки; срок заказа после ввода 0 мес. (допущение earth_new_post_commissioning_lead_months)
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,A,Earth-Core,2040,12,2040-12,15.833333,15.833333,12,2039-12,2034-01,True,срок поставки 12 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,B,Earth-Flex,2040,12,2040-12,6.228075,6.228075,4,2040-08,2034-01,True,срок поставки 4 мес.; заказы с 2034-01
TEAM_EARTH_NEW_DELAY_00M,P2z_stock_3.2t,C,Earth-New,2040,12,2040-12,10.833333,10.833333,0,2040-12,2037-01,True,ввод 2037-01 = решение 2035-01 + 24 мес. подготовки; срок заказа после ввода 0 мес. (допущение earth_new_post_commissioning_lead_months)
